Genome_name	Module_id	Module_name	Steps_found	Steps_needed	Percent_steps_found
ph5.txt	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100.0
ph55.txt	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100.0
ph6.txt	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100.0
ph65.txt	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100.0
ph7.txt	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100.0
ph4.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph45.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	0	2	0.0
ph5.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph55.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph6.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph65.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph7.txt	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100.0
ph4.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph45.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph5.txt	M00276	PTS system, mannose-specific II component	1	1	100.0
ph55.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph6.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph65.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph7.txt	M00276	PTS system, mannose-specific II component	0	1	0.0
ph4.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph45.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph5.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph55.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph6.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph65.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph7.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	0	1	0.0
ph4.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph45.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph5.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph55.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph6.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph65.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph7.txt	M00274	PTS system, mannitol-specific II component	0	1	0.0
ph4.txt	M00275	PTS system, cellobiose-specific II component	1	1	100.0
ph45.txt	M00275	PTS system, cellobiose-specific II component	0	1	0.0
ph5.txt	M00275	PTS system, cellobiose-specific II component	0	1	0.0
ph55.txt	M00275	PTS system, cellobiose-specific II component	0	1	0.0
ph6.txt	M00275	PTS system, cellobiose-specific II component	0	1	0.0
ph65.txt	M00275	PTS system, cellobiose-specific II component	1	1	100.0
ph7.txt	M00275	PTS system, cellobiose-specific II component	0	1	0.0
ph4.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph45.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph5.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph55.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph6.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph65.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph7.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0	1	0.0
ph4.txt	M00273	PTS system, fructose-specific II component	0	1	0.0
ph45.txt	M00273	PTS system, fructose-specific II component	0	1	0.0
ph5.txt	M00273	PTS system, fructose-specific II component	1	1	100.0
ph55.txt	M00273	PTS system, fructose-specific II component	1	1	100.0
ph6.txt	M00273	PTS system, fructose-specific II component	1	1	100.0
ph65.txt	M00273	PTS system, fructose-specific II component	0	1	0.0
ph7.txt	M00273	PTS system, fructose-specific II component	0	1	0.0
ph4.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph45.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph5.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph55.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph6.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph65.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph7.txt	M00270	PTS system, trehalose-specific II component	0	1	0.0
ph4.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph45.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph5.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph55.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph6.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph65.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph7.txt	M00271	PTS system, beta-glucoside-specific II component	0	1	0.0
ph4.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	3	7	42.86
ph45.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0	7	0.0
ph5.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
ph55.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	6	7	85.71
ph6.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	6	7	85.71
ph65.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
ph7.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
ph4.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph45.txt	M00376	3-Hydroxypropionate bi-cycle	0	13	0.0
ph5.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph55.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph6.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph65.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph7.txt	M00376	3-Hydroxypropionate bi-cycle	9	13	69.23
ph4.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph45.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	1	14	7.14
ph5.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph55.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph6.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph65.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph7.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	8	14	57.14
ph4.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph45.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	1	13	7.69
ph5.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph55.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph6.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph65.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph7.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	11	13	84.62
ph4.txt	M00373	Ethylmalonyl pathway	11	12	91.67
ph45.txt	M00373	Ethylmalonyl pathway	1	12	8.33
ph5.txt	M00373	Ethylmalonyl pathway	11	12	91.67
ph55.txt	M00373	Ethylmalonyl pathway	11	12	91.67
ph6.txt	M00373	Ethylmalonyl pathway	11	12	91.67
ph65.txt	M00373	Ethylmalonyl pathway	11	12	91.67
ph7.txt	M00373	Ethylmalonyl pathway	10	12	83.33
ph4.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph45.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	0	5	0.0
ph5.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph55.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph6.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph65.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph7.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	1	5	20.0
ph4.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph45.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph5.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph55.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph6.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph65.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph7.txt	M00278	PTS system, sorbose-specific II component	0	1	0.0
ph4.txt	M00279	PTS system, galactitol-specific II component	0	1	0.0
ph45.txt	M00279	PTS system, galactitol-specific II component	0	1	0.0
ph5.txt	M00279	PTS system, galactitol-specific II component	1	1	100.0
ph55.txt	M00279	PTS system, galactitol-specific II component	1	1	100.0
ph6.txt	M00279	PTS system, galactitol-specific II component	1	1	100.0
ph65.txt	M00279	PTS system, galactitol-specific II component	1	1	100.0
ph7.txt	M00279	PTS system, galactitol-specific II component	1	1	100.0
ph4.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph45.txt	M00519	YesM-YesN two-component regulatory system	0	2	0.0
ph5.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph55.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph6.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph65.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph7.txt	M00519	YesM-YesN two-component regulatory system	2	2	100.0
ph4.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph45.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph5.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	2	2	100.0
ph55.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph6.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph65.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph7.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	0	2	0.0
ph4.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	1	4	25.0
ph45.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	0	4	0.0
ph5.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2	4	50.0
ph55.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2	4	50.0
ph6.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2	4	50.0
ph65.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2	4	50.0
ph7.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	2	4	50.0
ph4.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph45.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	1	3	33.33
ph5.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph55.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph6.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph65.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph7.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100.0
ph4.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph45.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	0	4	0.0
ph5.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph55.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph6.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph65.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph7.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	4	4	100.0
ph4.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph45.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	1	2	50.0
ph5.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph55.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph6.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph65.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph7.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	2	2	100.0
ph4.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph45.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	0	2	0.0
ph5.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph55.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph6.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph65.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph7.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	2	2	100.0
ph4.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	1	3	33.33
ph45.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	0	3	0.0
ph5.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	2	3	66.67
ph55.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	1	3	33.33
ph6.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	1	3	33.33
ph65.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	1	3	33.33
ph7.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	1	3	33.33
ph4.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	1	2	50.0
ph45.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	0	2	0.0
ph5.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	2	2	100.0
ph55.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	2	2	100.0
ph6.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	2	2	100.0
ph65.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	2	2	100.0
ph7.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	1	2	50.0
ph4.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	1	2	50.0
ph45.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	0	2	0.0
ph5.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	1	2	50.0
ph55.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	1	2	50.0
ph6.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	2	2	100.0
ph65.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	2	2	100.0
ph7.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	2	2	100.0
ph4.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph45.txt	M00742	Aminoglycoside resistance, protease FtsH	0	2	0.0
ph5.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph55.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph6.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph65.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph7.txt	M00742	Aminoglycoside resistance, protease FtsH	2	2	100.0
ph4.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph45.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph5.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph55.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph6.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph65.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph7.txt	M00429	Competence-related DNA transformation transporter	0	1	0.0
ph4.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph45.txt	M00743	Aminoglycoside resistance, protease HtpX	0	3	0.0
ph5.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph55.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph6.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph65.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph7.txt	M00743	Aminoglycoside resistance, protease HtpX	3	3	100.0
ph4.txt	M00428	eIF4F complex	0	1	0.0
ph45.txt	M00428	eIF4F complex	0	1	0.0
ph5.txt	M00428	eIF4F complex	0	1	0.0
ph55.txt	M00428	eIF4F complex	0	1	0.0
ph6.txt	M00428	eIF4F complex	0	1	0.0
ph65.txt	M00428	eIF4F complex	0	1	0.0
ph7.txt	M00428	eIF4F complex	0	1	0.0
ph4.txt	M00682	Notch signaling	0	3	0.0
ph45.txt	M00682	Notch signaling	0	3	0.0
ph5.txt	M00682	Notch signaling	0	3	0.0
ph55.txt	M00682	Notch signaling	0	3	0.0
ph6.txt	M00682	Notch signaling	0	3	0.0
ph65.txt	M00682	Notch signaling	0	3	0.0
ph7.txt	M00682	Notch signaling	0	3	0.0
ph4.txt	M00012	Glyoxylate cycle	5	5	100.0
ph45.txt	M00012	Glyoxylate cycle	0	5	0.0
ph5.txt	M00012	Glyoxylate cycle	5	5	100.0
ph55.txt	M00012	Glyoxylate cycle	5	5	100.0
ph6.txt	M00012	Glyoxylate cycle	5	5	100.0
ph65.txt	M00012	Glyoxylate cycle	5	5	100.0
ph7.txt	M00012	Glyoxylate cycle	5	5	100.0
ph4.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	3	4	75.0
ph45.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	0	4	0.0
ph5.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	4	4	100.0
ph55.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	3	4	75.0
ph6.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	3	4	75.0
ph65.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	3	4	75.0
ph7.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	4	4	100.0
ph4.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph45.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0	3	0.0
ph5.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph55.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph6.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph65.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph7.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	3	100.0
ph4.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph45.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0	5	0.0
ph5.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph55.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph6.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph65.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph7.txt	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	5	5	100.0
ph4.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph45.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	1	9	11.11
ph5.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph55.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph6.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph65.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph7.txt	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	9	100.0
ph4.txt	M00017	Methionine biosynthesis, apartate => homoserine => methionine	7	7	100.0
ph45.txt	M00017	Methionine biosynthesis, apartate => homoserine => methionine	1	7	14.29
ph5.txt	M00017	Methionine biosynthesis, apartate => homoserine => methionine	7	7	100.0
ph55.txt	M00017	Methionine biosynthesis, apartate => homoserine => methionine	7	7	100.0
